event_id,latitude,longitude,start,end,end_exclusive,duration_hours,ptype_codes,ptype_labels,dominant_ptype_code,dominant_ptype_label,freezing_liquid_hours,wet_snow_hours,temperature_mean_c,temperature_min_c,temperature_max_c,gust_mean_ms,gust_max_ms,precip_rate_mean_mmh,precip_rate_max_mmh,precipitation_water_equivalent_mm,snowfall_rate_mean_mmh,snowfall_rate_max_mmh,snowfall_water_equivalent_mm,tcslw_mean_kgm2,tcslw_max_kgm2
E02798,39.25,21.75,2017-12-20T10:00:00,2017-12-20T14:00:00,2017-12-20T15:00:00,5,6,wet_snow,6,wet_snow,0,5,1.469268799,1.015655518,1.778961182,6.289137459,6.396868706,0.002403259277,0.005149841309,0.01201629639,0.002660751343,0.005686283112,0.01330375671,0.05192871094,0.08178710938
E02520,39.5,22.5,2015-02-18T08:00:00,2015-02-18T12:00:00,2015-02-18T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.28147583,1.906768799,4.275421143,5.756419754,6.39226532,0.02180099487,0.03519058228,0.1090049744,0.0218975544,0.03497600555,0.109487772,0.03829956055,0.0517578125
E00626,40.25,22.25,2015-02-08T22:00:00,2015-02-09T02:00:00,2015-02-09T03:00:00,5,6,wet_snow,6,wet_snow,0,5,0.8231994629,0.484161377,1.029937744,6.046269035,6.391721725,0.03742218018,0.08068084717,0.1871109009,0.037368536,0.08068084717,0.18684268,0.1120788574,0.1405029297
E02519,39.5,22.5,2015-02-17T19:00:00,2015-02-17T23:00:00,2015-02-18T00:00:00,5,6,wet_snow,6,wet_snow,0,5,1.939703369,1.078399658,3.014801025,5.614115334,6.338905334,0.1229095459,0.1596450806,0.6145477295,0.1151955128,0.1586794853,0.5759775639,0.07396850586,0.1014099121
E01819,39.75,22,2012-02-07T19:00:00,2012-02-07T23:00:00,2012-02-08T00:00:00,5,6,wet_snow,6,wet_snow,0,5,1.396124268,0.8590393066,1.930450439,5.021595383,6.279746056,0.381860733,0.4411697388,1.909303665,0.355618,0.402867794,1.77809,0.236126709,0.2713317871
E00231,40.25,21.75,2018-12-17T23:00:00,2018-12-18T03:00:00,2018-12-18T04:00:00,5,6,wet_snow,6,wet_snow,0,5,1.359674072,0.8692932129,2.091583252,5.859272957,6.272475243,0.806722641,1.046705246,4.033613205,0.7056570053,1.028895378,3.528285027,0.08339233398,0.1438903809
E00740,40.25,22.5,2012-01-30T02:00:00,2012-01-30T06:00:00,2012-01-30T07:00:00,5,6,wet_snow,6,wet_snow,0,5,0.06150512695,-0.5419616699,0.6084289551,5.73566227,6.256501198,0.04428863525,0.06437301636,0.2214431763,0.04415988922,0.0639975071,0.2207994461,0.04476318359,0.0500793457
E00318,40.25,22,2012-02-23T01:00:00,2012-02-23T05:00:00,2012-02-23T06:00:00,5,3,freezing_rain,3,freezing_rain,5,0,1.130206299,0.4830627441,1.590362549,6.1850811,6.247995377,0.005578994751,0.009441375732,0.02789497375,0,0,0,0.0126159668,0.02395629883
E02840,39.25,21.75,2019-01-14T20:00:00,2019-01-15T00:00:00,2019-01-15T01:00:00,5,6,wet_snow,6,wet_snow,0,5,0.7999572754,0.2276916504,1.2315979,4.810072899,6.208697319,0.6048488617,0.7274150848,3.024244308,0.5128598213,0.6374537945,2.564299107,0.07786865234,0.1250610352
E02804,39.25,21.75,2018-01-14T08:00:00,2018-01-14T12:00:00,2018-01-14T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.066387939,2.380889893,3.491729736,5.886784935,6.191567421,0.183763504,0.2441883087,0.9188175201,0.1327586174,0.1914024353,0.663793087,0.1651672363,0.1874389648
E00743,40.25,22.5,2012-01-31T07:00:00,2012-01-31T11:00:00,2012-01-31T12:00:00,5,6,wet_snow,6,wet_snow,0,5,-1.484710693,-3.547943115,-0.2986755371,5.995214081,6.184055328,0.02592086792,0.04205703735,0.1296043396,0.02603888512,0.04232525826,0.1301944256,0.01983032227,0.02426147461
E00438,40.25,22,2016-12-16T10:00:00,2016-12-16T14:00:00,2016-12-16T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.003204346,1.627349854,2.145050049,5.852754402,6.106584549,0.01493453979,0.02059936523,0.07467269897,0.01487016678,0.02027750015,0.07435083389,0.04528808594,0.05807495117
E00989,40,21.75,2017-12-21T10:00:00,2017-12-21T14:00:00,2017-12-21T15:00:00,5,6,wet_snow,6,wet_snow,0,5,-0.5566589355,-0.7652282715,-0.2055358887,5.934919739,6.103116989,0.2973175049,0.3261566162,1.486587524,0.2935838699,0.3219723701,1.46791935,0.02344970703,0.02542114258
E02918,39.25,22,2015-02-18T10:00:00,2015-02-18T14:00:00,2015-02-18T15:00:00,5,6,wet_snow,6,wet_snow,0,5,1.986212158,1.500030518,2.693756104,5.57541256,6.084648132,0.04016876221,0.09570121765,0.200843811,0.04010438919,0.09602308273,0.200521946,0.05412597656,0.0944519043
E00944,40,21.75,2016-12-17T08:00:00,2016-12-17T12:00:00,2016-12-17T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.338800049,1.779815674,4.474639893,5.685551834,6.036103249,0.05278587341,0.06608963013,0.2639293671,0.03793716431,0.06265640259,0.1896858215,0.04697875977,0.07473754883
E00069,40.25,21.75,2013-02-12T03:00:00,2013-02-12T07:00:00,2013-02-12T08:00:00,5,6,wet_snow,6,wet_snow,0,5,1.5347229,1.01651001,1.951812744,5.535826683,6.029938698,0,0,0,0.0001502037048,0.0002682209015,0.0007510185242,0.05196533203,0.06665039062
E00176,40.25,21.75,2017-01-23T08:00:00,2017-01-23T12:00:00,2017-01-23T13:00:00,5,6,wet_snow,6,wet_snow,0,5,1.098809814,-0.3261413574,1.940216064,5.62499752,6.010124207,0.008926391602,0.01201629639,0.04463195801,0.006866455078,0.009870529175,0.03433227539,0.2025085449,0.2149047852
E03051,39.25,22.25,2016-01-17T20:00:00,2016-01-18T00:00:00,2016-01-18T01:00:00,5,6,wet_snow,6,wet_snow,0,5,2.772198486,2.238800049,3.17300415,5.363375854,5.959191322,0.3434944153,0.4995346069,1.717472076,0.2584576607,0.4179954529,1.292288303,0.1131164551,0.1690063477
E01195,40,22,2017-01-19T10:00:00,2017-01-19T14:00:00,2017-01-19T15:00:00,5,6,wet_snow,6,wet_snow,0,5,3.027154541,2.379058838,3.227203369,5.134635925,5.944229126,0.03810882568,0.03991127014,0.1905441284,0.02372145653,0.03057718277,0.1186072826,0.0598449707,0.07073974609
E01740,39.75,21.75,2017-01-16T14:00:00,2017-01-16T18:00:00,2017-01-16T19:00:00,5,6,wet_snow,6,wet_snow,0,5,0.734942627,0.5516662598,0.8382873535,5.493396378,5.935599327,0.7528209686,1.348400116,3.764104843,0.6947565079,1.300013065,3.473782539,0.08857421875,0.1210327148
E03043,39.25,22.25,2015-02-18T10:00:00,2015-02-18T14:00:00,2015-02-18T15:00:00,5,6,wet_snow,6,wet_snow,0,5,3.479571533,3.228546143,3.869537354,5.116232872,5.932304382,0.03862380981,0.0871181488,0.1931190491,0.0383234024,0.08625984192,0.191617012,0.06001586914,0.09811401367
E02948,39.25,22,2016-12-31T13:00:00,2016-12-31T17:00:00,2016-12-31T18:00:00,5,6,wet_snow,6,wet_snow,0,5,2.878106689,0.9884338379,3.502227783,4.104738617,5.919582367,0.0004291534424,0.001287460327,0.002145767212,0.0006222724915,0.001931190491,0.003111362457,0.022265625,0.04397583008
E00420,40.25,22,2015-12-30T11:00:00,2015-12-30T15:00:00,2015-12-30T16:00:00,5,6,wet_snow,6,wet_snow,0,5,2.193170166,1.572052002,2.508087158,4.902429962,5.918399811,0.5185031891,0.5789279938,2.592515945,0.4671764374,0.5209922791,2.335882187,0.3602661133,0.4549865723
E00452,40.25,22,2017-01-17T10:00:00,2017-01-17T14:00:00,2017-01-17T15:00:00,5,6,wet_snow,6,wet_snow,0,5,0.7936096191,0.4002990723,0.9413146973,5.661013985,5.759864807,0.1278877258,0.2072811127,0.6394386292,0.1147663593,0.1893639565,0.5738317966,0.02529907227,0.03240966797
E01259,40,22,2019-01-14T10:00:00,2019-01-14T14:00:00,2019-01-14T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.078375244,1.479278564,2.573028564,5.4650383,5.742599487,0.02257347107,0.06394386292,0.1128673553,0.02227306366,0.06222724915,0.1113653183,0.007629394531,0.02267456055
E00714,40.25,22.25,2019-01-12T10:00:00,2019-01-12T14:00:00,2019-01-12T15:00:00,5,6,wet_snow,6,wet_snow,0,5,1.549176025,0.8323059082,1.935211182,5.333892059,5.718710899,0.004806518555,0.01630783081,0.02403259277,0.004870891571,0.01641511917,0.02435445786,0.03324584961,0.06106567383
E02120,39.75,22.5,2016-12-31T08:00:00,2016-12-31T12:00:00,2016-12-31T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.297174072,1.686187744,4.27041626,4.799677277,5.614992142,0.022315979,0.03604888916,0.111579895,0.02212285995,0.03497600555,0.1106142998,0.01328125,0.03726196289
E01302,40,22.25,2012-01-27T11:00:00,2012-01-27T15:00:00,2012-01-27T16:00:00,5,6,wet_snow,6,wet_snow,0,5,3.335308838,2.998565674,3.632110596,5.410447121,5.566596031,0.003175735474,0.006008148193,0.01587867737,0.003272294998,0.005686283112,0.01636147499,0.0248840332,0.04846191406
E02988,39.25,22,2019-12-30T22:00:00,2019-12-31T02:00:00,2019-12-31T03:00:00,5,6,wet_snow,6,wet_snow,0,5,2.406109619,1.670074463,2.94644165,5.017673874,5.54228878,0.01064300537,0.01587867737,0.05321502686,0.009655952454,0.01480579376,0.04827976227,0.02297363281,0.02935791016
E01147,40,22,2014-02-04T09:00:00,2014-02-04T13:00:00,2014-02-04T14:00:00,5,6,wet_snow,6,wet_snow,0,5,3.385992432,2.218170166,3.920074463,5.102208328,5.495158195,0.04420280457,0.06823539734,0.2210140228,0.04145622253,0.06324648857,0.2072811127,0.04368286133,0.06176757812
E01422,40,22.25,2017-01-15T12:00:00,2017-01-15T16:00:00,2017-01-15T17:00:00,5,6,wet_snow,6,wet_snow,0,5,3.531158447,2.867950439,4.53616333,4.722008133,5.492386818,0,0,0,5.36441803e-05,0.0001072883606,0.0002682209015,0.002410888672,0.00537109375
E00139,40.25,21.75,2015-12-30T15:00:00,2015-12-30T19:00:00,2015-12-30T20:00:00,5,6,wet_snow,6,wet_snow,0,5,2.197515869,1.580841064,3.010406494,3.997532272,5.449868202,0.7066440582,0.9952068329,3.533220291,0.6623339653,0.9861946106,3.311669827,0.3307312012,0.3663024902
E00941,40,21.75,2016-12-14T10:00:00,2016-12-14T14:00:00,2016-12-14T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.797320557,2.563018799,3.177886963,4.61251297,5.420750618,0.0002574920654,0.001287460327,0.001287460327,0.0002574920654,0.001072883606,0.001287460327,0.02573852539,0.05749511719
E01182,40,22,2016-12-16T10:00:00,2016-12-16T14:00:00,2016-12-16T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.339532471,2.021881104,2.495147705,4.872676277,5.402482986,0.03622055054,0.06866455078,0.1811027527,0.01147985458,0.01974105835,0.05739927292,0.07360229492,0.09149169922
E00425,40.25,22,2016-01-22T10:00:00,2016-01-22T14:00:00,2016-01-22T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.529742432,1.974884033,3.088409424,5.080318451,5.371649742,0.002489089966,0.006008148193,0.01244544983,0.002338886261,0.00536441803,0.0116944313,0.01556396484,0.04016113281
E01685,39.75,21.75,2013-02-10T23:00:00,2013-02-11T03:00:00,2013-02-11T04:00:00,5,6,wet_snow,6,wet_snow,0,5,1.509967041,0.9979553223,1.70791626,4.278018379,5.357169151,0.004720687866,0.009870529175,0.02360343933,0.003089904785,0.004398822784,0.01544952393,0.0001770019531,0.0003662109375
E03232,39.25,22.5,2019-12-29T00:00:00,2019-12-29T04:00:00,2019-12-29T05:00:00,5,6,wet_snow,6,wet_snow,0,5,2.700860596,2.141265869,3.319000244,5.05752449,5.320012093,0.1362991333,0.3527641296,0.6814956665,0.1164293289,0.2595305443,0.5821466446,0.005541992187,0.006988525391
E02720,39.25,21.75,2014-02-04T09:00:00,2014-02-04T13:00:00,2014-02-04T14:00:00,5,6,wet_snow,6,wet_snow,0,5,2.171148682,1.368560791,2.685211182,5.012169266,5.29566288,0.179901123,0.2411842346,0.8995056152,0.14508605,0.202023983,0.7254302502,0.2522583008,0.267791748
E00640,40.25,22.25,2016-01-20T11:00:00,2016-01-20T15:00:00,2016-01-20T16:00:00,5,6,wet_snow,6,wet_snow,0,5,-0.5014831543,-0.7190856934,-0.2753601074,4.816242027,5.190839767,0.01029968262,0.02059936523,0.05149841309,0.01064300537,0.02081394196,0.05321502686,0.01347045898,0.02105712891
E03073,39.25,22.25,2016-12-31T13:00:00,2016-12-31T17:00:00,2016-12-31T18:00:00,5,6,wet_snow,6,wet_snow,0,5,3.459747314,1.531402588,4.148956299,3.203176117,5.172512054,0.00111579895,0.00171661377,0.005578994751,0.001072883606,0.002253055573,0.00536441803,0.03036499023,0.05700683594
E01115,40,22,2013-02-10T00:00:00,2013-02-10T04:00:00,2013-02-10T05:00:00,5,3,freezing_rain,3,freezing_rain,5,0,0.6894592285,-0.01498413086,1.484283447,4.600660133,5.154025078,0.004291534424,0.01502037048,0.02145767212,0,0,0,0.002355957031,0.005340576172
E03272,39.25,22.75,2015-01-01T19:00:00,2015-01-01T23:00:00,2015-01-02T00:00:00,5,6,wet_snow,6,wet_snow,0,5,-0.4496520996,-1.118743896,0.3033752441,4.341921806,5.012062073,0.001029968262,0.00171661377,0.005149841309,0.001094341278,0.00177025795,0.00547170639,0.0409362793,0.04989624023
E01227,40,22,2018-01-14T19:00:00,2018-01-14T23:00:00,2018-01-15T00:00:00,5,6,wet_snow,6,wet_snow,0,5,1.850567627,1.722320557,2.012481689,4.81464901,4.967689514,0.04102706909,0.05407333374,0.2051353455,0.02315282822,0.03132820129,0.1157641411,0.1445617676,0.1521911621
E01738,39.75,21.75,2017-01-15T23:00:00,2017-01-16T03:00:00,2017-01-16T04:00:00,5,6,wet_snow,6,wet_snow,0,5,1.487823486,1.213165283,1.7394104,4.505316353,4.960668564,1.256904602,1.441526413,6.28452301,1.092174053,1.299262047,5.460870266,0.1368896484,0.1683044434
E01323,40,22.25,2012-12-06T21:00:00,2012-12-07T01:00:00,2012-12-07T02:00:00,5,3,freezing_rain,3,freezing_rain,5,0,-0.2054138184,-0.740814209,0.2333068848,3.93579216,4.951802254,0.006093978882,0.01587867737,0.03046989441,0,0,0,0.007366943359,0.008666992188
E01370,40,22.25,2014-01-28T19:00:00,2014-01-28T23:00:00,2014-01-29T00:00:00,5,6,wet_snow,6,wet_snow,0,5,0.6782775879,0.6210021973,0.7433166504,4.178556061,4.945302963,0.5305194855,0.741147995,2.652597427,0.497367382,0.6841778755,2.48683691,0.02731323242,0.03564453125
E01434,40,22.25,2017-01-30T11:00:00,2017-01-30T15:00:00,2017-01-30T16:00:00,5,6,wet_snow,6,wet_snow,0,5,1.860162354,1.717193604,1.999664307,4.667740822,4.878912926,0.07012367249,0.1201629639,0.3506183624,0.05938410759,0.1006364822,0.2969205379,0.2122497559,0.2202453613
E01068,40,22,2012-02-05T20:00:00,2012-02-06T00:00:00,2012-02-06T01:00:00,5,3,freezing_rain,3,freezing_rain,5,0,0.3197814941,-0.01229858398,0.7066955566,4.619421387,4.848610878,0.006351470947,0.02017021179,0.03175735474,0,0,0,0.01984863281,0.03015136719
E03289,39.25,22.75,2015-02-11T20:00:00,2015-02-12T00:00:00,2015-02-12T01:00:00,5,6,wet_snow,6,wet_snow,0,5,2.941168213,1.987213135,4.015777588,4.564152718,4.835822105,0.08651733398,0.2763748169,0.4325866699,0.02212285995,0.08422136307,0.1106142998,0.02164306641,0.09652709961
E01075,40,22,2012-02-12T19:00:00,2012-02-12T23:00:00,2012-02-13T00:00:00,5,3,freezing_rain,3,freezing_rain,5,0,0.7903137207,0.3629455566,1.170074463,4.658845329,4.833853722,0.05621910095,0.130033493,0.2810955048,0.0003004074097,0.0006973743439,0.001502037048,0.03671875,0.07272338867
E01906,39.75,22,2019-01-09T10:00:00,2019-01-09T14:00:00,2019-01-09T15:00:00,5,6,wet_snow,6,wet_snow,0,5,-0.2425720215,-0.5550231934,0.1864318848,4.715276718,4.795992851,1.094341278,1.67798996,5.47170639,1.094040871,1.675415039,5.470204353,0.1260314941,0.1590576172
E01307,40,22.25,2012-02-05T21:00:00,2012-02-06T01:00:00,2012-02-06T02:00:00,5,3,freezing_rain,3,freezing_rain,5,0,0.09058227539,-0.5149841309,0.5174865723,4.641977882,4.789167404,0.001974105835,0.006008148193,0.009870529175,0,0,0,0.02192993164,0.03076171875
E01000,40,21.75,2018-02-15T00:00:00,2018-02-15T04:00:00,2018-02-15T05:00:00,5,6,wet_snow,6,wet_snow,0,5,1.5065979,0.9308166504,2.151763916,4.176817894,4.781467438,0.04797935486,0.1441955566,0.2398967743,0.03679990768,0.1047134399,0.1839995384,0.002917480469,0.006927490234
E02350,39.5,22,2015-01-01T07:00:00,2015-01-01T11:00:00,2015-01-01T12:00:00,5,6,wet_snow,6,wet_snow,0,5,2.12600708,-0.2621765137,3.937530518,4.366353989,4.728876114,0.01982688904,0.03776550293,0.09913444519,0.01976251602,0.03781914711,0.09881258011,0.1110473633,0.166595459
E01439,40,22.25,2017-02-14T10:00:00,2017-02-14T14:00:00,2017-02-14T15:00:00,5,6,wet_snow,6,wet_snow,0,5,3.745977783,3.5909729,4.048858643,4.211300468,4.688204765,0.04806518555,0.08926391602,0.2403259277,0.01512765884,0.02853870392,0.07563829422,0.0299987793,0.05380249023
E00519,40.25,22,2019-01-19T03:00:00,2019-01-19T07:00:00,2019-01-19T08:00:00,5,3,freezing_rain,3,freezing_rain,5,0,-0.530267334,-0.9727478027,0.03018188477,4.21194973,4.686021805,0.001029968262,0.00171661377,0.005149841309,0,0,0,0.003234863281,0.003967285156
E01213,40,22,2017-02-14T08:00:00,2017-02-14T12:00:00,2017-02-14T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.534747314,1.726348877,4.672271729,4.483823395,4.620429039,0.07261276245,0.1047134399,0.3630638123,0.02390384674,0.07199048996,0.1195192337,0.03001708984,0.04998779297
E00458,40.25,22,2017-01-23T11:00:00,2017-01-23T15:00:00,2017-01-23T16:00:00,5,6,wet_snow,6,wet_snow,0,5,0.7754455566,0.5073547363,0.9792785645,4.49065361,4.586432457,0.007123947144,0.0171661377,0.03561973572,0.007091760635,0.01673698425,0.03545880318,0.1347961426,0.1659851074
E02538,39.5,22.5,2016-12-31T09:00:00,2016-12-31T13:00:00,2016-12-31T14:00:00,5,6,wet_snow,6,wet_snow,0,5,3.469122314,1.552642822,4.311553955,4.407425117,4.53416729,0.009784698486,0.01845359802,0.04892349243,0.009323358536,0.01802444458,0.04661679268,0.0009704589844,0.001647949219
E02305,39.5,21.75,2019-01-12T09:00:00,2019-01-12T13:00:00,2019-01-12T14:00:00,5,6,wet_snow,6,wet_snow,0,5,2.076251221,1.906402588,2.25088501,4.17545414,4.510121346,0.2904510498,0.4652023315,1.452255249,0.2887880802,0.4638075829,1.443940401,0.09729003906,0.1348266602
E02929,39.25,22,2016-01-20T10:00:00,2016-01-20T14:00:00,2016-01-20T15:00:00,5,6,wet_snow,6,wet_snow,0,5,-0.06520385742,-0.3571472168,0.274810791,3.787906647,4.485962868,0.1413631439,0.2630710602,0.7068157196,0.1407837868,0.26242733,0.7039189339,0.126159668,0.1527099609
E00969,40,21.75,2017-01-24T23:00:00,2017-01-25T03:00:00,2017-01-25T04:00:00,5,6,wet_snow,6,wet_snow,0,5,1.999591064,1.832672119,2.156036377,4.144611168,4.481062889,0.3002357483,0.402545929,1.501178741,0.2423000336,0.3279805183,1.211500168,0.03659057617,0.1058654785
E03113,39.25,22.25,2019-12-30T22:00:00,2019-12-31T02:00:00,2019-12-31T03:00:00,5,6,wet_snow,6,wet_snow,0,5,3.030328369,2.179840088,3.495269775,4.009861374,4.469046593,0.01270294189,0.02059936523,0.06351470947,0.0100851059,0.01555681229,0.05042552948,0.03285522461,0.04122924805
E02289,39.5,21.75,2017-12-22T07:00:00,2017-12-22T11:00:00,2017-12-22T12:00:00,5,6,wet_snow,6,wet_snow,0,5,0.3522033691,-0.7354431152,1.777496338,4.21549015,4.467236519,0.4421138763,0.4892349243,2.210569382,0.4341959953,0.4886984825,2.170979977,0.1025695801,0.1370239258
E00144,40.25,21.75,2016-01-20T11:00:00,2016-01-20T15:00:00,2016-01-20T16:00:00,5,6,wet_snow,6,wet_snow,0,5,0.1293762207,-0.1077575684,0.3222961426,4.042609215,4.464517593,0.002746582031,0.006008148193,0.01373291016,0.002982616425,0.006008148193,0.01491308212,0.03690185547,0.0539855957
E02530,39.5,22.5,2016-01-22T18:00:00,2016-01-22T22:00:00,2016-01-22T23:00:00,5,6,wet_snow,6,wet_snow,0,5,2.421954346,1.560943604,3.731231689,4.115084648,4.463797569,0.0006866455078,0.002574920654,0.003433227539,0.0008797645569,0.002413988113,0.004398822784,0.04533691406,0.05221557617
E01995,39.75,22.25,2016-12-14T08:00:00,2016-12-14T12:00:00,2016-12-14T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.807159424,1.923126221,5.051300049,3.726986122,4.447378159,0.01064300537,0.03004074097,0.05321502686,0.005085468292,0.02006292343,0.02542734146,0.04039306641,0.08013916016
E01839,39.75,22,2014-01-27T01:00:00,2014-01-27T05:00:00,2014-01-27T06:00:00,5,6,wet_snow,6,wet_snow,0,5,0.8278869629,0.4151916504,1.378814697,4.198580742,4.439476967,0.003862380981,0.005578994751,0.01931190491,0.003679990768,0.00547170639,0.01839995384,0.06405029297,0.0969543457
E03054,39.25,22.25,2016-01-20T10:00:00,2016-01-20T14:00:00,2016-01-20T15:00:00,5,6,wet_snow,6,wet_snow,0,5,0.8250305176,0.5523986816,1.163482666,3.691422272,4.375611305,0.1544952393,0.297832489,0.7724761963,0.1449894905,0.2945065498,0.7249474525,0.1171630859,0.1514892578
E01431,40,22.25,2017-01-24T10:00:00,2017-01-24T14:00:00,2017-01-24T15:00:00,5,6,wet_snow,6,wet_snow,0,5,1.241339111,0.9422912598,1.552398682,4.223416138,4.374035835,0.2370643616,0.4446029663,1.185321808,0.1643121243,0.3396749496,0.8215606213,0.03630981445,0.04507446289
E01992,39.75,22.25,2016-01-24T08:00:00,2016-01-24T12:00:00,2016-01-24T13:00:00,5,6,wet_snow,6,wet_snow,0,5,2.716265869,1.293487549,3.729522705,3.692444992,4.338165283,0.002574920654,0.007724761963,0.01287460327,0.002660751343,0.008153915405,0.01330375671,0.02603759766,0.05874633789
E02138,39.75,22.5,2019-01-09T09:00:00,2019-01-09T13:00:00,2019-01-09T14:00:00,5,6,wet_snow,6,wet_snow,0,5,0.7042053223,-1.528900146,1.558013916,4.110768127,4.302936554,0.3776550293,0.7518768311,1.888275146,0.3718400002,0.7262349129,1.859200001,0.1205993652,0.1536254883
E02273,39.5,21.75,2017-01-16T05:00:00,2017-01-16T09:00:00,2017-01-16T10:00:00,5,6,wet_snow,6,wet_snow,0,5,1.389752197,1.0206604,1.662261963,3.684096146,4.289684296,1.703052521,2.070665359,8.515262604,1.431076527,1.731204987,7.155382633,0.3066711426,0.3689575195
E01723,39.75,21.75,2016-12-14T08:00:00,2016-12-14T12:00:00,2016-12-14T13:00:00,5,6,wet_snow,6,wet_snow,0,5,2.554425049,0.8450012207,3.556060791,3.827962685,4.275242805,0.01072883606,0.0364780426,0.0536441803,0.01072883606,0.03637075424,0.0536441803,0.1125732422,0.2046203613
E01864,39.75,22,2016-01-24T08:00:00,2016-01-24T12:00:00,2016-01-24T13:00:00,5,6,wet_snow,6,wet_snow,0,5,2.493609619,0.9848937988,3.667022705,3.79381218,4.216094971,0.0022315979,0.006866455078,0.0111579895,0.002188682556,0.006759166718,0.01094341278,0.02190551758,0.05447387695
E02426,39.5,22.25,2015-01-01T07:00:00,2015-01-01T11:00:00,2015-01-01T12:00:00,5,6,wet_snow,6,wet_snow,0,5,3.15491333,1.345245361,4.457061768,3.713424301,4.162469864,0.01484870911,0.03304481506,0.07424354553,0.01487016678,0.03304481506,0.07435083389,0.05866088867,0.09548950195
E02034,39.75,22.25,2019-01-09T10:00:00,2019-01-09T14:00:00,2019-01-09T15:00:00,5,6,wet_snow,6,wet_snow,0,5,0.3714904785,0.02114868164,0.5438537598,3.997112656,4.063176155,0.7985687256,1.315784454,3.992843628,0.7745575905,1.214504242,3.872787952,0.1553649902,0.1905517578
E01867,39.75,22,2016-12-14T08:00:00,2016-12-14T12:00:00,2016-12-14T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.121612549,1.428985596,4.199737549,3.47600956,4.055516243,0.008411407471,0.03046989441,0.04205703735,0.008518695831,0.03046989441,0.04259347916,0.06865844727,0.133392334
E01163,40,22,2015-12-11T00:00:00,2015-12-11T04:00:00,2015-12-11T05:00:00,5,6,wet_snow,6,wet_snow,0,5,3.082745361,2.936553955,3.223052979,3.887420464,4.00196743,0.004549026489,0.006437301636,0.02274513245,0.003111362457,0.004076957703,0.01555681229,0.1242614746,0.1519470215
E01119,40,22,2013-02-17T02:00:00,2013-02-17T06:00:00,2013-02-17T07:00:00,5,6,wet_snow,6,wet_snow,0,5,3.365631104,3.322540283,3.397369385,3.769060707,3.953804016,0.4401397705,0.5875110626,2.200698853,0.3310704231,0.4446029663,1.655352116,0.05314331055,0.07824707031
E01711,39.75,21.75,2016-01-01T10:00:00,2016-01-01T14:00:00,2016-01-01T15:00:00,5,6,wet_snow,6,wet_snow,0,5,2.289434814,1.517364502,2.674102783,3.816063881,3.9226017,0.000171661377,0.0008583068848,0.0008583068848,6.437301636e-05,0.0003218650818,0.0003218650818,0.02015380859,0.02551269531
E03204,39.25,22.5,2017-12-21T14:00:00,2017-12-21T18:00:00,2017-12-21T19:00:00,5,6,wet_snow,6,wet_snow,0,5,0.2829650879,0.1197814941,0.4867248535,3.192454338,3.903577805,1.077861786,1.474571228,5.389308929,0.9243535995,1.18650198,4.621767998,0.08046875,0.1427001953
E02466,39.5,22.25,2019-01-09T09:00:00,2019-01-09T13:00:00,2019-01-09T14:00:00,5,6,wet_snow,6,wet_snow,0,5,0.3366271973,-1.929290771,1.140533447,3.609791565,3.882512093,0.4336166382,0.9372711182,2.168083191,0.4166221619,0.8683919907,2.083110809,0.03155517578,0.04403686523
E03153,39.25,22.5,2014-12-30T00:00:00,2014-12-30T04:00:00,2014-12-30T05:00:00,5,6,wet_snow,6,wet_snow,0,5,2.169683838,1.472076416,3.105377197,3.604771233,3.774475098,0.01296043396,0.02918243408,0.0648021698,0.01195192337,0.02950429916,0.05975961685,0.0548034668,0.08111572266
E01198,40,22,2017-01-21T08:00:00,2017-01-21T12:00:00,2017-01-21T13:00:00,5,6,wet_snow,6,wet_snow,0,5,3.089630127,1.890655518,3.921417236,3.227608299,3.763655663,0.007467269897,0.00901222229,0.03733634949,0.0002789497375,0.0006437301636,0.001394748688,0.0806640625,0.08599853516
E02390,39.5,22,2019-01-09T09:00:00,2019-01-09T13:00:00,2019-01-09T14:00:00,5,6,wet_snow,6,wet_snow,0,5,0.1194396973,-1.284759521,0.8104553223,3.629518127,3.761920929,0.936756134,1.60074234,4.68378067,0.9362411499,1.600420475,4.68120575,0.03726196289,0.04425048828
E02931,39.25,22,2016-01-21T03:00:00,2016-01-21T07:00:00,2016-01-21T08:00:00,5,3,freezing_rain,3,freezing_rain,5,0,-3.139447021,-4.825286865,-1.732513428,2.725777054,3.688076019,0.0006866455078,0.0008583068848,0.003433227539,6.437301636e-05,0.0002682209015,0.0003218650818,0.02178344727,0.03680419922
