latitude,longitude,timestamp_count,t2m_c_mean,t2m_c_median,t2m_c_p05,t2m_c_p95,t2m_c_p99,t2m_c_min,t2m_c_max,t2m_c_missing_count,dewpoint_depression_c_mean,dewpoint_depression_c_median,dewpoint_depression_c_p05,dewpoint_depression_c_p95,dewpoint_depression_c_p99,dewpoint_depression_c_min,dewpoint_depression_c_max,dewpoint_depression_c_missing_count,precip_rate_mmh_mean,precip_rate_mmh_median,precip_rate_mmh_p05,precip_rate_mmh_p95,precip_rate_mmh_p99,precip_rate_mmh_min,precip_rate_mmh_max,precip_rate_mmh_missing_count,snowfall_rate_mmh_mean,snowfall_rate_mmh_median,snowfall_rate_mmh_p05,snowfall_rate_mmh_p95,snowfall_rate_mmh_p99,snowfall_rate_mmh_min,snowfall_rate_mmh_max,snowfall_rate_mmh_missing_count,fg10_mean,fg10_median,fg10_p05,fg10_p95,fg10_p99,fg10_min,fg10_max,fg10_missing_count,low_cloud_cover_pct_mean,low_cloud_cover_pct_median,low_cloud_cover_pct_p05,low_cloud_cover_pct_p95,low_cloud_cover_pct_p99,low_cloud_cover_pct_min,low_cloud_cover_pct_max,low_cloud_cover_pct_missing_count,tcslw_mean,tcslw_median,tcslw_p05,tcslw_p95,tcslw_p99,tcslw_min,tcslw_max,tcslw_missing_count,cbh_mean,cbh_median,cbh_p05,cbh_p95,cbh_p99,cbh_min,cbh_max,cbh_missing_count,t2m_at_or_below_0_c_count,t2m_at_or_below_0_c_pct,t2m_at_or_below_minus_5_c_count,t2m_at_or_below_minus_5_c_pct,t2m_at_or_below_minus_10_c_count,t2m_at_or_below_minus_10_c_pct,freezing_rain_count,freezing_rain_pct_all_hours,freezing_drizzle_count,freezing_drizzle_pct_all_hours,freezing_liquid_count,freezing_liquid_pct_all_hours,wet_snow_count,wet_snow_pct_all_hours,accretion_relevant_count,accretion_relevant_pct_all_hours,event_count,maximum_event_duration_hours
39.75,21.75,17328,5.694417772,5.712860107,-2.507769775,13.85628662,16.79881592,-10.84237671,21.39175415,0,4.788282506,3.48815918,0.7097412109,12.86790771,16.27177856,-0.0008544921875,23.06408691,0,0.1134827774,0,0,0.6298470497,1.903029442,0,5.236530304,0,0.01658528032,0,0,0.05195975304,0.3737057447,0,4.214715958,0,5.331470009,4.870186806,2.23061552,10.13602614,13.96694715,0.8324218392,19.18322754,0,35.32849256,19.37713623,0,100,100,0,100,0,0.03739136232,0.001739501953,0,0.2252761841,0.3877688599,0,0.818359375,0,1055.823162,405.8820801,29.9723877,5746.350439,8336.345391,28.51695251,12416.64062,4321,2201,12.70198523,217,1.252308403,5,0.02885503232,13,0.07502308403,0,0,13,0.07502308403,467,2.695060018,480,2.770083102,119,47
39.75,22,17328,6.01823041,6.032867432,-2.308331299,14.27996216,17.16429077,-9.302093506,21.6144104,0,4.7502988,3.569091797,0.7526062012,12.68378296,15.93177979,-0.0009765625,24.7776947,0,0.09902661197,0,0,0.5501747131,1.690332413,0,5.149412155,0,0.01128194879,0,0,0.007008612156,0.3055518866,0,3.957223892,0,4.683151113,4.347855091,2.170801115,8.333407497,11.65259303,0.6673827767,17.45080566,0,30.68473742,12.58239746,0,99.15557861,100,0,100,0,0.03620466037,0.001831054688,0,0.1963378906,0.365317688,0,0.7350158691,0,1241.566228,525.0771484,31.39121552,5887.888672,8421.857559,29.19610596,12727.64062,4645,2094,12.08448753,165,0.9522160665,0,0,69,0.398199446,0,0,69,0.398199446,319,1.840951062,388,2.239150508,95,37
39.75,22.25,17328,6.290950817,6.300628662,-1.86494751,14.43529053,17.17829346,-9.880218506,21.77261353,0,4.67251116,3.577087402,0.7858154297,12.42268677,15.72055054,0.02905273438,24.28747559,0,0.09180946363,0,0,0.5277085304,1.592785835,0,5.330085754,0,0.01007289293,0,0,0.0008583068848,0.2615792155,0,3.150951862,0,4.611066424,4.27137661,2.176811314,8.485383558,12.02325844,0.7200872898,19.18586349,0,29.17786648,9.938049316,0,99.28894043,100,0,100,0,0.03494718927,0.001861572266,0,0.1876724243,0.3471737671,0,0.7496948242,0,1352.769393,602.9840698,39.2500061,6270.377637,8645.149355,29.23423767,12761.64062,4645,1873,10.80909511,118,0.6809787627,0,0,69,0.398199446,0,0,69,0.398199446,319,1.840951062,388,2.239150508,95,37
39.75,22.5,17328,7.147085826,7.191558838,-0.5672302246,14.68916626,17.43913086,-10.80648804,22.40737915,0,4.824849391,3.85168457,0.9816101074,12.08017273,15.1678656,0.000244140625,24.23144531,0,0.1000393626,0,0,0.5690574646,1.683697701,0,5.990123749,0,0.01030120885,0,0,0,0.2864835262,0,4.147875309,0,5.325596066,4.399746418,2.020774889,11.70772996,16.30486023,0.5804681778,24.21277237,0,30.70894701,7.70111084,0,100,100,0,100,0,0.03800249672,0.001403808594,0,0.220123291,0.3863955688,0,1.266998291,0,1441.029736,619.4437256,30.78726349,6697.681982,8896.83041,29.38700867,12821.89062,4313,1113,6.423130194,64,0.3693444137,5,0.02885503232,0,0,0,0,0,0,317,1.829409049,317,1.829409049,68,20
39.75,22.75,17328,9.256102392,9.400115967,3.781256104,14.1164856,15.94253052,-3.095367432,18.93862915,0,4.742888925,4.24395752,1.350628662,9.588140869,12.00288574,-0.0009765625,15.92028809,0,0.1225940656,0,0,0.6751871109,2.102753162,0,5.825328827,0,0.008965624171,0,0,0,0.2199094892,0,3.614008427,0,6.10473576,5.276679277,2.2469244,12.57765093,16.18346628,0.8883660436,21.12199974,0,31.68866852,9.167480469,0,99.9420166,100,0,100,0,0.03631269062,0.002075195312,0,0.2028900146,0.3494577026,0,1.319061279,0,1544.561314,778.405304,116.7516068,6472.593359,8876.243877,29.01724243,13328.75684,4048,100,0.5771006464,0,0,0,0,0,0,0,0,0,0,216,1.246537396,216,1.246537396,39,38
39.5,21.75,17328,5.839356149,5.957427979,-2.710003662,14.22167969,17.15910767,-12.28939819,23.25308228,0,4.460995432,3.13494873,0.779876709,12.16538086,15.68005493,-0.0009765625,21.3605957,0,0.1544810976,0,0,0.8797645569,2.452972412,0,6.719684601,0,0.02246547253,0,0,0.07852971554,0.5067797899,0,4.831731319,0,4.933888184,4.561909199,2.154957438,9.432765627,13.11015481,0.6146484017,20.82124329,0,36.12087651,21.3760376,0,100,100,0,100,0,0.04169673691,0.002014160156,0,0.2461242676,0.4473904419,0,1.059509277,0,992.3550546,319.6071777,29.89903564,5723.465625,8308.711875,28.51695251,11662.14062,4203,2367,13.6599723,255,1.471606648,14,0.08079409049,5,0.02885503232,0,0,5,0.02885503232,355,2.048707295,360,2.077562327,99,17
39.5,22,17328,7.03824115,7.304351807,-2.161529541,15.57233582,18.78080322,-11.88632202,24.58901978,0,4.948049779,3.534912109,1.053143311,13.13789673,16.44494385,0.0068359375,30.4309082,0,0.1163292377,0,0,0.6634712219,2.013995647,0,7.478427887,0,0.01050148913,0,0,0.003181099892,0.2729619741,0,3.45543623,0,3.978022717,3.603412628,1.833590221,7.709800816,10.99355568,0.7153398395,18.51460266,0,31.06985136,15.04516602,0,98.89831543,100,0,100,0,0.03884557035,0.002288818359,0,0.2189422607,0.4008657837,0,0.8935852051,0,1122.592571,557.635376,31.44966125,4774.199219,8207.904688,29.05644226,12940.14062,4047,1865,10.76292705,176,1.015697138,9,0.05193905817,20,0.1154201293,0,0,20,0.1154201293,176,1.015697138,196,1.131117267,58,23
39.5,22.25,17328,7.3027062,7.60824585,-2.257818604,16.05958862,19.28695679,-14.60873413,24.87808228,0,4.890966071,3.510559082,0.7901245117,13.30183716,16.89938965,0.00146484375,33.69262695,0,0.09178397893,0,0,0.5305624008,1.696967125,0,7.353973389,0,0.007031706273,0,0,0.0002682209015,0.174462676,0,3.190326691,0,3.625237232,3.151303768,1.586357737,7.639776993,11.02432379,0.6732020974,17.22516441,0,30.41328226,11.50970459,0,99.40048218,100,0,100,0,0.03389288074,0.002319335938,0,0.1896759033,0.3395700073,0,0.8417663574,0,1224.682701,692.1351318,35.33007812,5317.720703,8538.95625,28.68455505,13011.64062,4047,1809,10.43975069,195,1.12534626,12,0.06925207756,20,0.1154201293,0,0,20,0.1154201293,176,1.015697138,196,1.131117267,58,23
39.5,22.5,17328,6.539457119,6.747283936,-2.503887939,15.16326294,18.34797607,-14.37045288,23.42300415,0,4.078577546,2.819091797,0.3218261719,12.03746948,15.67252991,-0.001708984375,26.38989258,0,0.09597421848,0,0,0.5822110176,1.683929443,0,8.658599854,0,0.01066112143,0,0,0,0.3250579834,0,3.583645821,0,3.8877471,3.255421162,1.660854387,8.587572289,12.29638043,0.529062748,18.71430588,0,34.10397263,9.674072266,0,100,100,0,100,0,0.02960660341,0.001831054688,0,0.1596160889,0.3137042236,0,1.019287109,0,1302.531009,668.0332031,30.27601929,6203.929687,8758.13957,28.21737671,12876.14062,4005,2096,12.09602955,219,1.263850416,23,0.1327331487,54,0.311634349,0,0,54,0.311634349,224,1.292705448,278,1.604339797,73,20
39.5,22.75,17328,7.672953911,7.763092041,0.1599914551,14.89401855,17.44715942,-10.06185913,21.73355103,0,4.34643983,3.399475098,0.6985717773,11.14528198,14.20873901,-0.00146484375,21.65936279,0,0.1150814037,0,0,0.6614542007,1.836987019,0,6.608104706,0,0.01196965493,0,0,0,0.410131216,0,2.863204479,0,6.151355714,5.248001575,2.533363533,12.57153993,16.60490515,0.9893814325,23.18551254,0,32.66786609,11.59820557,0,100,100,0,100,0,0.0342176293,0.002349853516,0,0.1837356567,0.3569345093,0,1.369537354,0,1443.715536,724.7685547,40.62721558,6181.231836,8709.026094,28.71737671,12666.14062,3803,808,4.662973223,54,0.311634349,1,0.005771006464,1,0.005771006464,0,0,1,0.005771006464,341,1.967913204,342,1.973684211,54,36
39.25,21.75,17328,4.721255206,4.852081299,-3.536138916,12.44593506,14.99233887,-17.21075439,20.7237854,0,3.839488696,2.615447998,0.4222045898,11.09654541,14.71210022,-0.001342773438,22.38024902,0,0.1722666448,0.00171661377,0,0.9964728355,2.470057011,0,5.633068085,0,0.04068970206,0,0,0.2041321993,0.9406292439,0,5.478358269,0,6.805170816,5.932129383,2.729746103,13.86815047,18.83654421,1.297047615,29.3622303,0,47.68089795,47.71881104,0,99.83520508,100,0,100,0,0.03860303504,0.005065917969,0,0.202003479,0.3628244019,0,1.104309082,0,785.962553,200.2216644,29.763974,5003.501953,7768.836406,28.79632568,10802.91797,3455,2926,16.88596491,446,2.573868883,42,0.2423822715,30,0.1731301939,0,0,30,0.1731301939,568,3.277931671,598,3.451061865,177,20
39.25,22,17328,6.079689713,6.349151611,-2.980767822,14.46424561,17.29521729,-16.31622314,23.7237854,0,4.339219758,3.079406738,0.6641174316,11.76087952,15.32229462,-0.002563476562,23.30432129,0,0.1463332747,0.0004291534424,0,0.8381152153,2.228559494,0,5.699157715,0,0.02609883484,0,0,0.102353096,0.6994514465,0,3.813779354,0,4.93756923,4.414387703,2.134814215,9.857906532,13.52323321,0.7591999769,24.29975891,0,38.65954539,27.79541016,0,100,100,0,100,0,0.04143572778,0.002777099609,0,0.2334793091,0.4112805176,0,0.8570861816,0,937.8563419,377.0723572,29.99864197,4658.778467,7810.366055,28.197052,11165.66797,3609,2314,13.35410896,322,1.858264081,31,0.1789012004,39,0.2250692521,0,0,39,0.2250692521,304,1.754385965,343,1.979455217,93,20
39.25,22.25,17328,6.719977244,7.041046143,-2.578961182,15.32949219,18.45803589,-14.24935913,24.63198853,0,4.45973077,3.210998535,0.6506774902,12.16589355,15.97127563,-0.002075195312,25.23596191,0,0.1235746941,0,0,0.7112360001,1.975522041,0,5.62748909,0,0.017391364,0,0,0.002145767212,0.5769249201,0,3.524422646,0,4.14535753,3.666764736,1.811686707,8.484127998,12.05568109,0.7365909815,20.09362793,0,35.16061207,18.1427002,0,100,100,0,100,0,0.03949508156,0.002746582031,0,0.2191345215,0.4014315796,0,0.8311767578,0,1087.527401,526.2433472,30.2714798,5181.104687,8102.656172,28.197052,12618.64062,3609,2037,11.75554017,264,1.523545706,32,0.1846722068,39,0.2250692521,0,0,39,0.2250692521,304,1.754385965,343,1.979455217,93,20
39.25,22.5,17328,6.938928553,7.074310303,-1.532110596,15.28585815,18.41694824,-14.96029663,23.18276978,0,4.435973272,3.27142334,0.3944366455,12.36679993,16.15510986,-0.002563476562,25.50390625,0,0.1021249473,0,0,0.594227314,1.747512817,0,5.994844437,0,0.01501309224,0,0,0.0004291534424,0.5120170712,0,3.919887543,0,4.309001322,3.798469067,1.798960066,8.683865929,12.39180529,0.5674999952,19.8872757,0,36.14120219,13.671875,0,100,100,0,100,0,0.03478322861,0.002258300781,0,0.1920135498,0.3647155762,0,0.7820129395,0,1221.857533,614.4472656,29.88790588,5898.785742,8407.923906,27.84422302,12619.14062,3575,1595,9.204755309,167,0.9637580794,11,0.0634810711,28,0.161588181,0,0,28,0.161588181,308,1.777469991,336,1.939058172,93,19
39.25,22.75,17328,8.459902442,8.574676514,2.004754639,14.5288208,16.57074585,-8.597503662,21.19302368,0,4.166526449,3.447265625,0.511932373,10.39271393,13.73743103,-0.001708984375,22.55786133,0,0.1107507878,0,0,0.6368637085,1.676994324,0,7.531642914,0,0.0128486573,0,0,0.0003218650818,0.415653348,0,3.909695148,0,4.767241722,4.284141064,2.100491762,9.183219814,13.1967094,0.8661100268,19.51335907,0,35.05923094,13.7512207,0,100,100,0,100,0,0.03698856569,0.002532958984,0,0.2081970215,0.3744015503,0,0.826965332,0,1361.911919,673.4882812,30.33705139,5956.71875,8400.664844,28.84422302,12649.64062,3667,319,1.840951062,11,0.0634810711,0,0,3,0.01731301939,0,0,3,0.01731301939,324,1.869806094,327,1.887119114,73,31
